,ID,Source,TMC,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
622460,A-622487,MapQuest,241.0,2,2020-09-29 13:36:52,2020-09-29 14:23:08,34.065128,-80.956673,,,0.0,Lane blocked due to accident on US-1 Two Notch Rd at Parklane Rd.,,Two Notch Rd,R,Columbia,Richland,SC,29223,US,US/Eastern,KCUB,2020-09-29 13:53:00,84.0,84.0,63.0,29.57,10.0,S,13.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3023760,A-3024917,Bing,,2,2020-12-23 22:22:41,2020-12-24 00:22:41,44.658898,-93.670302,44.670538,-93.639492,1.714,Accident on CR-59/Delaware Ave (US-169) from MN-282/2nd St/Quaker Ave (US-169) to US-169 N.,19819.0, Johnson Memorial Dr,L,Jordan,Scott,MN,55352-9636,US,US/Central,KFCM,2020-12-23 22:16:00,7.0,-12.0,80.0,28.67,2.0,NW,18.0,0.0,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
4185429,A-4192295,Bing,,2,2019-05-30 19:54:48,2019-05-30 20:22:20,37.551931,-122.296749,37.551931,-122.296749,0.0,Ramp to CA-92/Fashion Island Blvd/Exit 414B - Accident.,1061.0, 19th Ave,L,San Mateo,San Mateo,CA,94403,US,US/Pacific,KSQL,2019-05-30 19:47:00,57.0,57.0,77.0,29.91,10.0,WNW,14.0,0.0,Partly Cloudy,False,False,False,False,False,True,False,False,False,False,False,False,False,Day,Day,Day,Day
3507124,A-3513915,Bing,,1,2020-06-22 06:55:41,2020-06-22 07:55:41,34.78334,-92.3912,34.78334,-92.3912,0.0,At Cantrell Rd/AR-10/Exit 9 - Accident.,,I-430 N,R,Little Rock,Pulaski,AR,72227,US,US/Central,KLZK,2020-06-22 06:56:00,70.0,70.0,98.0,29.55,10.0,SSE,9.0,0.14,Light Rain,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3439252,A-3446032,Bing,,3,2020-05-26 20:35:55,2020-05-26 21:05:55,32.7645,-96.85075,32.7645,-96.85075,0.0,At TX-180-br/TX-260-spur - Accident.,1901.0, Fort Worth Ave,L,Dallas,Dallas,TX,75208-1303,US,US/Central,KRBD,2020-05-26 20:53:00,68.0,68.0,73.0,29.14,10.0,CALM,0.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
884920,A-885004,MapQuest,201.0,2,2020-01-08 06:13:18,2020-01-08 06:43:05,26.709843,-81.72094,,,0.0,Accident on FL-80 Palm Beach Blvd at Buckingham Rd.,,Buckingham Rd,R,Fort Myers,Lee,FL,33905,US,US/Eastern,KFMY,2020-01-08 05:53:00,56.0,56.0,77.0,30.28,10.0,NE,7.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Day
605684,A-605711,MapQuest,201.0,3,2020-09-16 12:04:12,2020-09-16 13:03:49,33.949615,-118.170425,,,0.0,#1 lane blocked due to accident on I-710 Northbound before Exit 13 CA-42 Firestone Blvd.,,Firestone Blvd,R,South Gate,Los Angeles,CA,90280,US,US/Pacific,KCQT,2020-09-16 11:52:00,90.0,90.0,22.0,29.76,4.0,CALM,0.0,0.0,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2997547,A-2998329,Bing,,2,2020-12-28 23:19:42,2020-12-29 01:33:32,38.941587,-76.91166700000001,38.957477000000004,-76.905557,1.146,Incident on MD-295 NB near ANNAPOLIS RD Road closed. Take alternate route.,,Baltimore Washington Pkwy N,R,Hyattsville,Prince George's,MD,20784,US,US/Eastern,KCGS,2020-12-28 23:15:00,44.0,38.0,58.0,30.18,10.0,NNW,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
3101262,A-3103515,Bing,,2,2020-11-03 19:53:00,2020-11-03 22:48:04,28.432277000000003,-82.640506,28.433293,-82.640007,0.076,Incident on US-19 near HOUSE 18901 Drive with caution.,18910.0, US Highway 19,R,Hudson,Pasco,FL,34667-6651,US,US/Eastern,KBKV,2020-11-03 19:53:00,64.0,64.0,60.0,30.17,10.0,NNE,7.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
1641979,A-1642087,MapQuest,201.0,2,2019-01-15 17:46:34,2019-01-15 18:46:25,30.441709999999997,-91.024353,,,0.0,Accident on Millerville Rd at Spring Ridge Dr.,2001.0,Millerville Rd,L,Baton Rouge,East Baton Rouge,LA,70816-1411,US,US/Central,KBTR,2019-01-15 17:53:00,45.0,,76.0,30.3,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
3523811,A-3530608,Bing,,1,2020-06-05 05:32:35,2020-06-05 06:32:35,41.21024,-111.9707,41.21024,-111.9707,0.0,At Monroe Blvd - Accident. Right lane blocked.,3001.0, Washington Blvd,R,Ogden,Weber,UT,84401-3722,US,US/Mountain,KOGD,2020-06-05 05:53:00,65.0,65.0,33.0,25.36,10.0,S,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Day,Day,Day
3564056,A-3570863,Bing,,2,2020-03-07 20:30:00,2020-03-07 21:23:32,34.083554,-118.298805,34.083554,-118.298805,0.0,At Melrose Ave/Exit 6B - Accident.,,Melrose Ave,R,Los Angeles,Los Angeles,CA,90029,US,US/Pacific,KCQT,2020-03-07 13:52:00,64.0,64.0,54.0,29.76,10.0,WSW,6.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
2980257,A-2980776,Bing,,2,2020-12-30 14:45:30,2020-12-30 15:36:30,34.062646,-118.248631,34.066558,-118.240633,0.532,Stationary traffic on Arroyo Seco Pkwy - CA-110 N - Pasadena Fwy N from 3rd St/4th St (CA-110) to Hill St/Exit 24B (CA-110) due to accident.,,Arroyo Seco Pkwy,R,Los Angeles,Los Angeles,CA,90012,US,US/Pacific,KCQT,2020-12-30 14:52:00,67.0,67.0,20.0,29.94,10.0,WSW,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3534881,A-3541682,Bing,,2,2020-06-10 17:36:38,2020-06-10 18:06:38,26.616940000000003,-81.76576,26.616940000000003,-81.76576,0.0,At CR-884/Lee Blvd/Colonial Blvd - Accident.,11505.0, State Road 82,L,Lehigh Acres,Lee,FL,33971,US,US/Eastern,KRSW,2020-06-10 17:53:00,89.0,89.0,61.0,29.96,10.0,VAR,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1250061,A-1250164,MapQuest,201.0,3,2019-07-01 16:11:00,2019-07-01 16:40:46,38.576206,-121.56473500000001,,,0.0,Accident on I-80 Westbound at US-50 Exit 1A.,,I-80 W,R,West Sacramento,Yolo,CA,95691,US,US/Pacific,KSAC,2019-07-01 15:53:00,86.0,86.0,35.0,29.92,10.0,WSW,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1083299,A-1083396,MapQuest,241.0,3,2019-10-26 05:12:27,2019-10-26 05:42:07,42.706902,-74.31482700000001,,,0.0,Lane blocked due to accident on I-88 Eastbound at Exit 23 NY-30A.,,I-88 W,R,Howes Cave,Schoharie,NY,12092,US,US/Eastern,KSCH,2019-10-26 07:46:00,45.0,41.0,93.0,29.85,15.0,NW,7.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
3539733,A-3546535,Bing,,4,2020-06-12 17:47:26,2020-06-12 19:37:56,41.44852,-81.68959,41.4586,-81.69277,0.716,Closed between Spring Rd/Hinckley Pky and I-71 - Road closed due to accident. Traffic problem.,,Jennings Fwy N,R,Cleveland,Cuyahoga,OH,44109,US,US/Eastern,KBKL,2020-06-12 17:53:00,70.0,70.0,51.0,29.59,10.0,N,5.0,0.0,Fair,False,False,True,False,False,False,True,False,False,False,False,False,False,Day,Day,Day,Day
1579512,A-1579620,MapQuest,241.0,3,2019-02-10 15:45:54,2019-02-10 16:30:02,30.656115000000003,-87.910217,,,0.0,Left lane blocked due to accident on I-10 Eastbound at Exits 35 35A 35B US-90.,,I-10 W,R,Daphne,Baldwin,AL,36527,US,US/Central,KBFM,2019-02-10 15:53:00,63.0,,84.0,30.26,10.0,East,6.9,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
683942,A-683971,MapQuest,201.0,2,2020-07-07 08:52:45,2020-07-07 10:29:37,41.781040000000004,-87.968742,,,0.0,Accident on 59th St at Megan Ct.,221.0,E 59th St,R,Westmont,DuPage,IL,60559-2502,US,US/Central,KMDW,2020-07-07 08:53:00,87.0,87.0,53.0,29.32,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2983793,A-2984367,Bing,,2,2020-10-29 20:11:14,2020-10-29 21:34:01,39.871476,-75.102013,39.866206,-75.103953,0.37799999999999995,Incident on I-295 SB near I-76 Expect long delays.,,N South Fwy S,R,Bellmawr,Camden,NJ,08031,US,US/Eastern,KPHL,2020-10-29 19:54:00,51.0,51.0,89.0,29.55,10.0,NNE,17.0,0.01,Light Rain,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
4162425,A-4169291,Bing,,4,2019-04-11 07:24:26,2019-04-11 07:51:35,39.752266999999996,-105.05325,39.755334999999995,-105.05326000000001,0.212,Closed at 26th Ave - Road closed due to accident.,2446.0, Sheridan Blvd,R,Denver,Denver,CO,80212,US,US/Mountain,KBJC,2019-04-11 07:45:00,21.0,21.0,86.0,24.12,15.0,SSW,3.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1449466,A-1449571,MapQuest,241.0,2,2019-04-03 08:51:53,2019-04-03 09:52:55,30.092109999999998,-81.628304,,,0.0,Lane blocked due to accident on Roberts Rd at FL-13.,1442.0,State Road 13,R,Saint Johns,St. Johns,FL,32259-9203,US,US/Eastern,KNIP,2019-04-03 08:53:00,60.0,60.0,72.0,30.3,10.0,NNE,7.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
933384,A-933477,MapQuest,201.0,2,2020-02-05 05:15:12,2020-02-05 06:00:10,38.934837,-76.91703000000001,,,0.0,Right & right merge lane blocked and right hand shoulder blocked due to accident on MD-295 Baltimore Washington Pkwy Southbound at MD-202 Landover Rd.,,Baltimore Washington Pkwy N,R,Hyattsville,Prince George's,MD,20785,US,US/Eastern,KCGS,2020-02-05 05:08:00,51.0,51.0,94.0,29.79,10.0,N,3.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
1467987,A-1468092,MapQuest,201.0,3,2019-04-12 06:43:16,2019-04-12 07:58:15,33.941284,-84.504784,,,0.0,Left lane blocked due to accident on I-75 Southbound at Exit 263 GA-120 Marietta Pkwy.,,GA-401 N,R,Marietta,Cobb,GA,30067,US,US/Eastern,KMGE,2019-04-12 06:56:00,67.0,67.0,91.0,28.82,7.0,SE,7.0,0.01,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Day,Day
1524732,A-1524838,MapQuest,201.0,2,2019-03-15 04:17:14,2019-03-15 05:17:01,33.917549,-78.807327,,,0.0,Accident on Parker Dr at SC-905.,8427.0,S Highway 905,L,Longs,Horry,SC,29568-6747,US,US/Eastern,KCRE,2019-03-15 03:53:00,63.0,,90.0,30.09,10.0,South,8.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
3735263,A-3742124,Bing,,2,2020-02-28 15:05:00,2020-02-28 15:38:34,38.575089,-121.501667,38.575089,-121.501667,0.0,At 5th St - Accident.,598.0, P St,R,Sacramento,Sacramento,CA,95814-6308,US,US/Pacific,KSAC,2020-02-28 14:53:00,73.0,73.0,41.0,30.05,10.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3788452,A-3795313,Bing,,2,2019-10-07 17:31:00,2019-10-07 18:45:29,36.327187,-119.39508500000001,36.327187,-119.39508500000001,0.0,At Plaza Dr - Accident.,,CA-198 E,R,Visalia,Tulare,CA,93291,US,US/Pacific,KVIS,2019-10-07 17:56:00,86.0,86.0,24.0,29.55,10.0,NNW,7.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
818496,A-818575,MapQuest,201.0,2,2020-03-05 09:55:34,2020-03-05 10:55:24,41.760723,-87.94495400000001,,,0.0,Accident on IL-83 at CR-31 Plainfield Rd.,7098.0,Kingery Hwy,L,Willowbrook,DuPage,IL,60527-2202,US,US/Central,KMDW,2020-03-05 09:53:00,48.0,40.0,39.0,29.3,10.0,SSW,24.0,0.0,Mostly Cloudy / Windy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
628142,A-628169,MapQuest,201.0,2,2020-10-02 17:45:17,2020-10-02 18:30:22,36.125488,-86.713402,,,0.0,Accident on Thompson Ln at Lawndale Dr.,305.0,E Thompson Ln,R,Nashville,Davidson,TN,37211-2615,US,US/Central,KBNA,2020-10-02 17:53:00,64.0,64.0,38.0,29.52,10.0,NNE,7.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
901166,A-901250,MapQuest,201.0,2,2020-01-17 17:40:54,2020-01-17 18:40:41,42.157021,-71.069061,,,0.0,Accident on MA-24 Northbound before Exits 20A 20B MA-139 Lindelof Ave.,,MA-24 S,R,Stoughton,Norfolk,MA,02072,US,US/Eastern,KOWD,2020-01-17 16:53:00,23.0,14.0,22.0,30.53,10.0,NNW,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
3403850,A-3410239,Bing,,2,2020-11-10 16:04:30,2020-11-10 16:41:30,44.03195,-93.246936,44.046996,-93.249284,1.046,Slow traffic on I-35 from CR-14/Exit 32 (I-35) to US-218/US-14/Exit 40 (I-35) due to accident.,,I-35 N,R,Owatonna,Steele,MN,55060,US,US/Central,KOWA,2020-11-10 16:13:00,30.0,30.0,93.0,28.31,3.0,CALM,0.0,0.02,Wintry Mix,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3713952,A-3720802,Bing,,2,2020-02-10 19:07:57,2020-02-10 23:07:57,45.532090000000004,-122.59581000000001,45.53379,-122.5925,0.19899999999999998,Between 60th Ave/Exit 3 and 82nd Ave/Exit 5 - Accident.,,I-84 E,R,Portland,Multnomah,OR,97213,US,US/Pacific,KPDX,2020-02-10 18:53:00,44.0,44.0,73.0,30.38,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
3168369,A-3171567,Bing,,2,2020-12-17 04:57:00,2020-12-17 06:45:00,33.511421999999996,-84.237016,33.538971999999994,-84.264616,2.48,Incident on I-75 NB near I-675 Left lane blocked.,,GA-401 N,R,Stockbridge,Henry,GA,30281,US,US/Eastern,KATL,2020-12-17 04:52:00,37.0,30.0,82.0,28.89,10.0,WNW,10.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
3491744,A-3498534,Bing,,1,2020-05-17 12:43:26,2020-05-17 12:58:26,37.63941,-122.441,37.63941,-122.441,0.0,Ramp to Junipero Serra Blvd Northbound and Avalon Dr - Accident. Center lane blocked.,413.0, Valverde Dr,L,South San Francisco,San Mateo,CA,94080-5627,US,US/Pacific,KSFO,2020-05-17 12:56:00,73.0,73.0,44.0,29.82,10.0,SSW,20.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
730777,A-730854,MapQuest,201.0,2,2020-08-17 16:24:35,2020-08-17 16:54:04,41.540073,-94.012215,,,4.92000007629,Accident on I-80 Westbound from Exit 113 CR-R16 to Exit 110 US-169 Guthrie St.,,I-80 E,R,De Soto,Dallas,IA,50069,US,US/Central,KDSM,2020-08-17 15:54:00,81.0,81.0,45.0,29.04,10.0,N,20.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
4167862,A-4174728,Bing,,2,2019-04-22 06:47:40,2019-04-22 07:17:02,39.715709999999994,-105.19175,39.74094,-105.49696000000002,16.312,Between US-6/6th Ave/Exit 261 and I-70-BL/Exit 241 - Accident.,,I-70 W,R,Golden,Jefferson,CO,80401,US,US/Mountain,KBJC,2019-04-22 06:47:00,41.0,36.0,93.0,24.54,1.0,NNE,8.0,0.0,Light Drizzle,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1378143,A-1378246,MapQuest,245.0,3,2019-06-26 14:13:36,2019-06-26 18:02:51,41.153568,-111.144821,,,0.0,Two lanes blocked due to accident on I-80 Eastbound near Exit 187.,,I-80 W,R,Coalville,Summit,UT,84017,US,US/Mountain,K36U,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3860686,A-3867550,Bing,,2,2019-09-01 13:53:00,2019-09-01 14:36:02,37.022203000000005,-121.566708,37.022203000000005,-121.566708,0.0,At CA-152/Leavesley Rd - Accident.,,Leavesley Rd,R,Gilroy,Santa Clara,CA,95020,US,US/Pacific,KE16,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3120151,A-3122659,Bing,,2,2020-11-02 22:30:30,2020-11-03 03:39:30,33.779916,-117.87688200000001,33.815670000000004,-117.91528000000001,3.3110000000000004,Slow traffic on I-5 from Main St/Broadway (I-5) to Harbor Blvd (I-5) due to accident.,,I-5 N,R,Orange,Orange,CA,92868,US,US/Pacific,KSNA,2020-11-02 22:53:00,63.0,63.0,87.0,29.98,8.0,S,3.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
1591741,A-1591849,MapQuest,201.0,3,2019-02-15 08:43:39,2019-02-15 09:43:18,34.189999,-80.165588,,,0.0,Accident on I-20 Eastbound after Exit 123 SC-22 Lee State Park Rd.,,I-20 W,R,Lamar,Lee,SC,29069,US,US/Eastern,KHVS,2019-02-15 08:35:00,51.8,,71.0,29.96,10.0,SW,4.6,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1521622,A-1521728,MapQuest,201.0,2,2019-03-13 18:09:35,2019-03-13 20:18:14,31.813919,-106.452248,,,0.0,Accident on Harrison Ave at Byron St.,3495.0,Harrison Ave,L,El Paso,El Paso,TX,79930-4838,US,US/Mountain,KELP,2019-03-13 17:51:00,57.9,,28.0,29.62,4.0,WSW,44.9,,Widespread Dust,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1527393,A-1527499,MapQuest,241.0,2,2019-03-18 08:25:38,2019-03-18 09:10:33,41.961819,-78.660782,,,0.0,One lane blocked due to accident on Interstate Pkwy both ways from School St to Brook St.,2.0,Brook St,R,Bradford,McKean,PA,16701-1003,US,US/Eastern,KBFD,2019-03-18 08:53:00,26.1,21.9,69.0,30.27,10.0,Variable,3.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3923043,A-3929907,Bing,,2,2019-01-21 12:53:00,2019-01-21 14:23:00,38.061028,-112.69465100000001,38.024403,-112.714477,2.7510000000000003,At 5500 North/Frontage Rd - Accident. Slippery road.,,I-15 S,R,Paragonah,Iron,UT,84760,US,US/Mountain,KCDC,2019-01-21 12:53:00,30.0,24.1,100.0,29.69,0.5,SSW,5.8,0.01,Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3915074,A-3921938,Bing,,2,2019-01-06 23:04:52,2019-01-07 03:04:52,45.054140000000004,-123.48857,45.053934999999996,-123.488262,0.021,At OR-223/Kings Valley Hwy - Accident. Traffic problem.,,OR-22,R,Sheridan,Polk,OR,97378,US,US/Pacific,KMMV,2019-01-06 22:53:00,34.0,28.8,96.0,29.79,10.0,SW,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
948656,A-948749,MapQuest,201.0,2,2020-02-12 11:04:19,2020-02-12 12:35:23,36.152489,-86.833862,,,0.0,Accident on US-70 Charlotte Ave at 40th Ave.,375.0,40th Ave N,L,Nashville,Davidson,TN,37209-3732,US,US/Central,KBNA,2020-02-12 11:08:00,43.0,43.0,89.0,29.36,1.0,ENE,3.0,0.02,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3585618,A-3592438,Bing,,2,2020-03-22 12:03:47,2020-03-22 13:08:45,40.64732,-74.5252,40.64732,-74.5252,0.0,At CR-527-SPUR/CR-651/Exit 36 - Accident. Right lane blocked.,,I-78 E,R,Warren,Somerset,NJ,07059,US,US/Eastern,KSMQ,2020-03-22 11:53:00,41.0,,32.0,30.53,10.0,,,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
878944,A-879027,MapQuest,201.0,2,2020-01-04 10:30:13,2020-01-04 11:29:54,39.740051,-75.5504,,,0.0,Accident on DE-9 4th St both ways at US-13-BR King St.,99.0,E 4th St,L,Wilmington,New Castle,DE,19801-3701,US,US/Eastern,KILG,2020-01-04 10:49:00,52.0,52.0,94.0,29.58,0.25,WSW,7.0,0.0,Fog,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
3821741,A-3828602,Bing,,2,2019-10-31 23:34:00,2019-11-01 01:25:40,34.289444,-119.15611100000001,34.289444,-119.15611100000001,0.0,At CA-126 - Accident.,,S Wells Rd,R,Ventura,Ventura,CA,93004,US,US/Pacific,KOXR,2019-10-31 23:51:00,52.0,52.0,32.0,30.04,10.0,N,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
1207825,A-1207928,MapQuest,201.0,2,2019-09-10 10:59:57,2019-09-10 11:45:15,32.720379,-96.822861,,,0.0,Accident on Illinois Ave at Beckley Ave.,,S Beckley Ave,R,Dallas,Dallas,TX,75224,US,US/Central,KRBD,2019-09-10 10:53:00,88.0,88.0,53.0,29.35,10.0,SSE,14.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
645817,A-645845,MapQuest,201.0,2,2020-10-15 10:31:56,2020-10-15 12:20:40,41.510971000000005,-90.67270699999999,,,2.24000000954,Entry ramp to I-280 Westbound from W River Dr lane blocked due to accident.,,I-280 W,R,Davenport,Scott,IA,52804,US,US/Central,KDVN,2020-10-15 10:52:00,47.0,41.0,50.0,29.22,10.0,WNW,13.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3014663,A-3015681,Bing,,2,2020-11-13 11:46:00,2020-11-13 16:07:52,40.703697,-73.374628,40.703891,-73.37435,0.02,Incident on NY-27 EB near N INDIANA AVE Road closed. Take alternate route.,169.0, Sunrise Hwy,R,Lindenhurst,Suffolk,NY,11757-2533,US,US/Eastern,KFRG,2020-11-13 11:53:00,52.0,52.0,93.0,29.84,1.0,NNE,6.0,0.01,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
693347,A-693376,MapQuest,245.0,3,2020-07-17 07:32:10,2020-07-17 08:19:26,41.771091,-72.67939,,,0.0,Two lanes blocked due to accident on I-84 Eastbound before I-91.,,I-84 E,R,Hartford,Hartford,CT,06103,US,US/Eastern,KHFD,2020-07-17 07:53:00,66.0,66.0,90.0,30.16,10.0,SSE,3.0,0.01,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3226457,A-3230469,Bing,,2,2020-11-24 00:01:22,2020-11-24 01:43:03,34.581453,-82.916077,34.582489,-82.91563000000001,0.076,Incident on CONEROSS CREEK RD near SC-24 Drive with caution.,12335.0, W Oak Hwy,R,Townville,Oconee,SC,29689-2811,US,US/Eastern,KCEU,2020-11-24 00:54:00,42.0,42.0,62.0,29.33,10.0,NNE,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
557835,A-557857,MapQuest,201.0,2,2020-11-24 13:30:40,2020-11-24 14:17:27,36.140965,-120.16201799999999,,,0.0,Accident on I-5 Southbound before Exit 325 Jayne Ave.,,Westside Fwy S,R,Huron,Fresno,CA,93234,US,US/Pacific,KNLC,2020-11-24 13:56:00,66.0,66.0,34.0,29.84,10.0,NW,7.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1382519,A-1382622,MapQuest,201.0,3,2019-06-28 08:51:06,2019-06-28 09:50:31,33.598564,-117.17431599999999,,,0.0,Right lane blocked due to accident on I-215 Northbound before Exit 4 Clinton Keith Rd.,,Escondido Fwy N,R,Murrieta,Riverside,CA,92563,US,US/Pacific,KF70,2019-06-28 08:55:00,64.0,64.0,77.0,28.59,7.0,NNE,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3501194,A-3507985,Bing,,2,2020-05-21 09:14:00,2020-05-21 10:27:34,33.873721999999994,-118.231435,33.873721999999994,-118.231435,0.0,At Wilmington Ave - Accident.,,Artesia Fwy E,R,Compton,Los Angeles,CA,90220,US,US/Pacific,KHHR,2020-05-21 08:53:00,66.0,66.0,60.0,29.91,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2993206,A-2993911,Bing,,2,2020-11-26 07:32:00,2020-11-26 13:43:47,35.072661,-117.91736399999999,35.097021000000005,-117.91744399999999,1.683,Incident on CALIFORNIA CITY BLVD near ROSEWOOD BLVD Drive with caution.,,California City Blvd,R,Edwards,Kern,CA,93523,US,US/Pacific,K9L2,2020-11-26 07:58:00,35.0,35.0,75.0,27.73,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1571978,A-1572085,MapQuest,201.0,2,2019-02-06 08:39:52,2019-02-06 09:09:44,29.44915,-98.499329,,,0.0,Accident on San Pedro Ave at Ashby Pl.,517.0,W Ashby Pl,R,San Antonio,Bexar,TX,78212-3804,US,US/Central,KSAT,2019-02-06 08:44:00,69.1,,93.0,29.91,1.2,SSE,10.4,0.0,Light Drizzle,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
4191993,A-4198859,Bing,,4,2019-06-12 20:34:04,2019-06-12 20:54:28,42.648559999999996,-73.75686,42.64445,-73.75145,0.395,Closed at I-787 - Road closed due to accident.,,S Mall Arterial,R,Albany,Albany,NY,12207,US,US/Eastern,KALB,2019-06-12 20:51:00,71.0,71.0,39.0,29.76,10.0,S,8.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
