,ID,Source,TMC,Severity,Start_Time,End_Time,lat,long,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
1449466,A-1449571,MapQuest,241,2,4/3/2019 8:51,4/3/2019 9:52,30.09211,-81.628304,,,0,Lane blocked due to accident on Roberts Rd at FL-13.,1442,State Road 13,R,Saint Johns,St. Johns,FL,32259-9203,US,US/Eastern,KNIP,4/3/2019 8:53,60,60,72,30.3,10,NNE,7,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
933384,A-933477,MapQuest,201,2,2/5/2020 5:15,2/5/2020 6:00,38.934837,-76.91703,,,0,Right & right merge lane blocked and right hand shoulder blocked due to accident on MD-295 Baltimore Washington Pkwy Southbound at MD-202 Landover Rd.,,Baltimore Washington Pkwy N,R,Hyattsville,Prince George's,MD,20785,US,US/Eastern,KCGS,2/5/2020 5:08,51,51,94,29.79,10,N,3,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
1467987,A-1468092,MapQuest,201,3,4/12/2019 6:43,4/12/2019 7:58,33.941284,-84.504784,,,0,Left lane blocked due to accident on I-75 Southbound at Exit 263 GA-120 Marietta Pkwy.,,GA-401 N,R,Marietta,Cobb,GA,30067,US,US/Eastern,KMGE,4/12/2019 6:56,67,67,91,28.82,7,SE,7,0.01,Cloudy,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
1524732,A-1524838,MapQuest,201,2,3/15/2019 4:17,3/15/2019 5:17,33.917549,-78.807327,,,0,Accident on Parker Dr at SC-905.,8427,S Highway 905,L,Longs,Horry,SC,29568-6747,US,US/Eastern,KCRE,3/15/2019 3:53,63,,90,30.09,10,South,8.1,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
3735263,A-3742124,Bing,,2,2/28/2020 15:05,2/28/2020 15:38,38.575089,-121.501667,38.575089,-121.501667,0,At 5th St - Accident.,598, P St,R,Sacramento,Sacramento,CA,95814-6308,US,US/Pacific,KSAC,2/28/2020 14:53,73,73,41,30.05,10,CALM,0,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
3788452,A-3795313,Bing,,2,10/7/2019 17:31,10/7/2019 18:45,36.327187,-119.395085,36.327187,-119.395085,0,At Plaza Dr - Accident.,,CA-198 E,R,Visalia,Tulare,CA,93291,US,US/Pacific,KVIS,10/7/2019 17:56,86,86,24,29.55,10,NNW,7,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
818496,A-818575,MapQuest,201,2,3/5/2020 9:55,3/5/2020 10:55,41.760723,-87.944954,,,0,Accident on IL-83 at CR-31 Plainfield Rd.,7098,Kingery Hwy,L,Willowbrook,DuPage,IL,60527-2202,US,US/Central,KMDW,3/5/2020 9:53,48,40,39,29.3,10,SSW,24,0,Mostly Cloudy / Windy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
628142,A-628169,MapQuest,201,2,10/2/2020 17:45,10/2/2020 18:30,36.125488,-86.713402,,,0,Accident on Thompson Ln at Lawndale Dr.,305,E Thompson Ln,R,Nashville,Davidson,TN,37211-2615,US,US/Central,KBNA,10/2/2020 17:53,64,64,38,29.52,10,NNE,7,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
901166,A-901250,MapQuest,201,2,1/17/2020 17:40,1/17/2020 18:40,42.157021,-71.069061,,,0,Accident on MA-24 Northbound before Exits 20A 20B MA-139 Lindelof Ave.,,MA-24 S,R,Stoughton,Norfolk,MA,2072,US,US/Eastern,KOWD,1/17/2020 16:53,23,14,22,30.53,10,NNW,8,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
3403850,A-3410239,Bing,,2,11/10/2020 16:04,11/10/2020 16:41,44.03195,-93.246936,44.046996,-93.249284,1.046,Slow traffic on I-35 from CR-14/Exit 32 (I-35) to US-218/US-14/Exit 40 (I-35) due to accident.,,I-35 N,R,Owatonna,Steele,MN,55060,US,US/Central,KOWA,11/10/2020 16:13,30,30,93,28.31,3,CALM,0,0.02,Wintry Mix,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
3713952,A-3720802,Bing,,2,2/10/2020 19:07,2/10/2020 23:07,45.53209,-122.59581,45.53379,-122.5925,0.199,Between 60th Ave/Exit 3 and 82nd Ave/Exit 5 - Accident.,,I-84 E,R,Portland,Multnomah,OR,97213,US,US/Pacific,KPDX,2/10/2020 18:53,44,44,73,30.38,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Day
3168369,A-3171567,Bing,,2,12/17/2020 4:57,12/17/2020 6:45,33.511422,-84.237016,33.538972,-84.264616,2.48,Incident on I-75 NB near I-675 Left lane blocked.,,GA-401 N,R,Stockbridge,Henry,GA,30281,US,US/Eastern,KATL,12/17/2020 4:52,37,30,82,28.89,10,WNW,10,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
3491744,A-3498534,Bing,,1,5/17/2020 12:43,5/17/2020 12:58,37.63941,-122.441,37.63941,-122.441,0,Ramp to Junipero Serra Blvd Northbound and Avalon Dr - Accident. Center lane blocked.,413, Valverde Dr,L,South San Francisco,San Mateo,CA,94080-5627,US,US/Pacific,KSFO,5/17/2020 12:56,73,73,44,29.82,10,SSW,20,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
730777,A-730854,MapQuest,201,2,8/17/2020 16:24,8/17/2020 16:54,41.540073,-94.012215,,,4.920000076,Accident on I-80 Westbound from Exit 113 CR-R16 to Exit 110 US-169 Guthrie St.,,I-80 E,R,De Soto,Dallas,IA,50069,US,US/Central,KDSM,8/17/2020 15:54,81,81,45,29.04,10,N,20,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
4167862,A-4174728,Bing,,2,4/22/2019 6:47,4/22/2019 7:17,39.71571,-105.19175,39.74094,-105.49696,16.312,Between US-6/6th Ave/Exit 261 and I-70-BL/Exit 241 - Accident.,,I-70 W,R,Golden,Jefferson,CO,80401,US,US/Mountain,KBJC,4/22/2019 6:47,41,36,93,24.54,1,NNE,8,0,Light Drizzle,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
1378143,A-1378246,MapQuest,245,3,6/26/2019 14:13,6/26/2019 18:02,41.153568,-111.144821,,,0,Two lanes blocked due to accident on I-80 Eastbound near Exit 187.,,I-80 W,R,Coalville,Summit,UT,84017,US,US/Mountain,K36U,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
3860686,A-3867550,Bing,,2,9/1/2019 13:53,9/1/2019 14:36,37.022203,-121.566708,37.022203,-121.566708,0,At CA-152/Leavesley Rd - Accident.,,Leavesley Rd,R,Gilroy,Santa Clara,CA,95020,US,US/Pacific,KE16,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
3120151,A-3122659,Bing,,2,11/2/2020 22:30,11/3/2020 3:39,33.779916,-117.876882,33.81567,-117.91528,3.311,Slow traffic on I-5 from Main St/Broadway (I-5) to Harbor Blvd (I-5) due to accident.,,I-5 N,R,Orange,Orange,CA,92868,US,US/Pacific,KSNA,11/2/2020 22:53,63,63,87,29.98,8,S,3,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
1591741,A-1591849,MapQuest,201,3,2/15/2019 8:43,2/15/2019 9:43,34.189999,-80.165588,,,0,Accident on I-20 Eastbound after Exit 123 SC-22 Lee State Park Rd.,,I-20 W,R,Lamar,Lee,SC,29069,US,US/Eastern,KHVS,2/15/2019 8:35,51.8,,71,29.96,10,SW,4.6,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
1521622,A-1521728,MapQuest,201,2,3/13/2019 18:09,3/13/2019 20:18,31.813919,-106.452248,,,0,Accident on Harrison Ave at Byron St.,3495,Harrison Ave,L,El Paso,El Paso,TX,79930-4838,US,US/Mountain,KELP,3/13/2019 17:51,57.9,,28,29.62,4,WSW,44.9,,Widespread Dust,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
1527393,A-1527499,MapQuest,241,2,3/18/2019 8:25,3/18/2019 9:10,41.961819,-78.660782,,,0,One lane blocked due to accident on Interstate Pkwy both ways from School St to Brook St.,2,Brook St,R,Bradford,McKean,PA,16701-1003,US,US/Eastern,KBFD,3/18/2019 8:53,26.1,21.9,69,30.27,10,Variable,3.5,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
3923043,A-3929907,Bing,,2,1/21/2019 12:53,1/21/2019 14:23,38.061028,-112.694651,38.024403,-112.714477,2.751,At 5500 North/Frontage Rd - Accident. Slippery road.,,I-15 S,R,Paragonah,Iron,UT,84760,US,US/Mountain,KCDC,1/21/2019 12:53,30,24.1,100,29.69,0.5,SSW,5.8,0.01,Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
3915074,A-3921938,Bing,,2,1/6/2019 23:04,1/7/2019 3:04,45.05414,-123.48857,45.053935,-123.488262,0.021,At OR-223/Kings Valley Hwy - Accident. Traffic problem.,,OR-22,R,Sheridan,Polk,OR,97378,US,US/Pacific,KMMV,1/6/2019 22:53,34,28.8,96,29.79,10,SW,5.8,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
948656,A-948749,MapQuest,201,2,2/12/2020 11:04,2/12/2020 12:35,36.152489,-86.833862,,,0,Accident on US-70 Charlotte Ave at 40th Ave.,375,40th Ave N,L,Nashville,Davidson,TN,37209-3732,US,US/Central,KBNA,2/12/2020 11:08,43,43,89,29.36,1,ENE,3,0.02,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
3585618,A-3592438,Bing,,2,3/22/2020 12:03,3/22/2020 13:08,40.64732,-74.5252,40.64732,-74.5252,0,At CR-527-SPUR/CR-651/Exit 36 - Accident. Right lane blocked.,,I-78 E,R,Warren,Somerset,NJ,7059,US,US/Eastern,KSMQ,3/22/2020 11:53,41,,32,30.53,10,,,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
878944,A-879027,MapQuest,201,2,1/4/2020 10:30,1/4/2020 11:29,39.740051,-75.5504,,,0,Accident on DE-9 4th St both ways at US-13-BR King St.,99,E 4th St,L,Wilmington,New Castle,DE,19801-3701,US,US/Eastern,KILG,1/4/2020 10:49,52,52,94,29.58,0.25,WSW,7,0,Fog,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
3821741,A-3828602,Bing,,2,10/31/2019 23:34,11/1/2019 1:25,34.289444,-119.156111,34.289444,-119.156111,0,At CA-126 - Accident.,,S Wells Rd,R,Ventura,Ventura,CA,93004,US,US/Pacific,KOXR,10/31/2019 23:51,52,52,32,30.04,10,N,7,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
1207825,A-1207928,MapQuest,201,2,9/10/2019 10:59,9/10/2019 11:45,32.720379,-96.822861,,,0,Accident on Illinois Ave at Beckley Ave.,,S Beckley Ave,R,Dallas,Dallas,TX,75224,US,US/Central,KRBD,9/10/2019 10:53,88,88,53,29.35,10,SSE,14,0,Fair,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
645817,A-645845,MapQuest,201,2,10/15/2020 10:31,10/15/2020 12:20,41.510971,-90.672707,,,2.24000001,Entry ramp to I-280 Westbound from W River Dr lane blocked due to accident.,,I-280 W,R,Davenport,Scott,IA,52804,US,US/Central,KDVN,10/15/2020 10:52,47,41,50,29.22,10,WNW,13,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
3014663,A-3015681,Bing,,2,11/13/2020 11:46,11/13/2020 16:07,40.703697,-73.374628,40.703891,-73.37435,0.02,Incident on NY-27 EB near N INDIANA AVE Road closed. Take alternate route.,169, Sunrise Hwy,R,Lindenhurst,Suffolk,NY,11757-2533,US,US/Eastern,KFRG,11/13/2020 11:53,52,52,93,29.84,1,NNE,6,0.01,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
693347,A-693376,MapQuest,245,3,7/17/2020 7:32,7/17/2020 8:19,41.771091,-72.67939,,,0,Two lanes blocked due to accident on I-84 Eastbound before I-91.,,I-84 E,R,Hartford,Hartford,CT,6103,US,US/Eastern,KHFD,7/17/2020 7:53,66,66,90,30.16,10,SSE,3,0.01,Cloudy,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
3226457,A-3230469,Bing,,2,11/24/2020 0:01,11/24/2020 1:43,34.581453,-82.916077,34.582489,-82.91563,0.076,Incident on CONEROSS CREEK RD near SC-24 Drive with caution.,12335, W Oak Hwy,R,Townville,Oconee,SC,29689-2811,US,US/Eastern,KCEU,11/24/2020 0:54,42,42,62,29.33,10,NNE,3,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
557835,A-557857,MapQuest,201,2,11/24/2020 13:30,11/24/2020 14:17,36.140965,-120.162018,,,0,Accident on I-5 Southbound before Exit 325 Jayne Ave.,,Westside Fwy S,R,Huron,Fresno,CA,93234,US,US/Pacific,KNLC,11/24/2020 13:56,66,66,34,29.84,10,NW,7,0,Fair,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
1382519,A-1382622,MapQuest,201,3,6/28/2019 8:51,6/28/2019 9:50,33.598564,-117.174316,,,0,Right lane blocked due to accident on I-215 Northbound before Exit 4 Clinton Keith Rd.,,Escondido Fwy N,R,Murrieta,Riverside,CA,92563,US,US/Pacific,KF70,6/28/2019 8:55,64,64,77,28.59,7,NNE,3,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
3501194,A-3507985,Bing,,2,5/21/2020 9:14,5/21/2020 10:27,33.873722,-118.231435,33.873722,-118.231435,0,At Wilmington Ave - Accident.,,Artesia Fwy E,R,Compton,Los Angeles,CA,90220,US,US/Pacific,KHHR,5/21/2020 8:53,66,66,60,29.91,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
2993206,A-2993911,Bing,,2,11/26/2020 7:32,11/26/2020 13:43,35.072661,-117.917364,35.097021,-117.917444,1.683,Incident on CALIFORNIA CITY BLVD near ROSEWOOD BLVD Drive with caution.,,California City Blvd,R,Edwards,Kern,CA,93523,US,US/Pacific,K9L2,11/26/2020 7:58,35,35,75,27.73,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
1571978,A-1572085,MapQuest,201,2,2/6/2019 8:39,2/6/2019 9:09,29.44915,-98.499329,,,0,Accident on San Pedro Ave at Ashby Pl.,517,W Ashby Pl,R,San Antonio,Bexar,TX,78212-3804,US,US/Central,KSAT,2/6/2019 8:44,69.1,,93,29.91,1.2,SSE,10.4,0,Light Drizzle,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
4191993,A-4198859,Bing,,4,6/12/2019 20:34,6/12/2019 20:54,42.64856,-73.75686,42.64445,-73.75145,0.395,Closed at I-787 - Road closed due to accident.,,S Mall Arterial,R,Albany,Albany,NY,12207,US,US/Eastern,KALB,6/12/2019 20:51,71,71,39,29.76,10,S,8,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
914246,A-914338,MapQuest,201,2,1/23/2020 16:35,1/23/2020 17:20,36.084808,-86.728142,,,0,Accident on Paragon Mills Rd at US-31A Nolensville Pike.,599,Paragon Mills Rd,L,Nashville,Davidson,TN,37211-3711,US,US/Central,KBNA,1/23/2020 16:41,45,43,86,29.35,4,E,5,0.03,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
3629302,A-3636134,Bing,,1,4/12/2020 8:41,4/12/2020 8:56,38.37681,-122.20238,38.37681,-122.20238,0,At Wooden Valley Rd - Accident.,1001, Wooden Valley Rd,R,Napa,Napa,CA,94558-9616,US,US/Pacific,KAPC,4/12/2020 8:54,52,52,97,30,7,N,3,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
1407333,A-1407436,MapQuest,201,2,5/15/2019 15:45,5/15/2019 18:00,38.770699,-90.238853,,,0,Right lane blocked due to accident on I-270 Eastbound at Exits 31A 31B MO-367 Lewis And Clark Blvd.,,I-270 W,R,Saint Louis,St. Louis County,MO,63136,US,US/Central,KSTL,5/15/2019 15:51,79,79,52,29.32,10,CALM,0,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
3035442,A-3036772,Bing,,2,12/23/2020 12:47,12/24/2020 4:56,25.940488,-80.293993,25.939237,-80.293281,0.097,Stationary traffic on FL-823 - FL-860 from NW 186th St to NW 55th Ave due to accident.,18400, NW 57th Ave,L,Hialeah,Miami-Dade,FL,33015-6015,US,US/Eastern,KOPF,12/23/2020 12:53,76,76,52,30.13,10,E,17,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
1260592,A-1260695,MapQuest,201,2,7/8/2019 10:59,7/8/2019 12:29,45.55912,-122.661491,,,0,Accident on OR-99E Martin Luther King Jr Blvd at Alberta St.,,NE Alberta St,R,Portland,Multnomah,OR,97211,US,US/Pacific,KPDX,7/8/2019 10:53,68,68,56,29.97,10,N,5,0,Mostly Cloudy,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
3742282,A-3749143,Bing,,2,12/23/2019 13:42,12/23/2019 17:42,46.14823,-123.91675,46.14823,-123.91675,0,At US-101-ALT/Fort Stevens Hwy 104 - Accident.,1623, Highway 101 S,L,Warrenton,Clatsop,OR,97146,US,US/Pacific,KAST,12/23/2019 13:55,46,44,86,29.98,10,NE,5,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
904374,A-904458,MapQuest-Bing,241,3,1/18/2020 12:25,1/18/2020 12:54,34.089108,-118.237556,,,0,Lane blocked due to accident on I-5 Southbound at Exit 138 CA-2.,,Golden State Fwy S,R,Los Angeles,Los Angeles,CA,90031,US,US/Pacific,KCQT,1/18/2020 12:52,71,71,21,29.95,10,CALM,0,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
1378713,A-1378816,MapQuest,201,3,6/27/2019 18:06,6/27/2019 19:21,42.7589,-73.763191,,,0,Left and center lane blocked due to accident on I-87 Northbound at Exits 6 7 7-6 NY-7.,147,Sparrowbush Rd,R,Latham,Albany,NY,12110-1914,US,US/Eastern,KALB,6/27/2019 17:51,83,83,36,29.79,10,W,16,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
1665102,A-1665210,MapQuest,201,3,1/25/2019 14:12,1/25/2019 15:12,47.345097,-122.293121,,,0,Accident on I-5 Southbound at Exit 147 272nd St.,,I-5 S,R,Auburn,King,WA,98001,US,US/Pacific,KSEA,1/25/2019 13:53,48.9,,69,30.53,10,North,6.9,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
769860,A-769939,MapQuest,201,3,5/11/2020 11:07,5/11/2020 12:12,35.391388,-97.546677,,,0,Accident on I-240 Westbound at Exit 1C 74th St.,,I-240 E,R,Oklahoma City,Oklahoma,OK,73139,US,US/Central,KOKC,5/11/2020 10:52,53,53,64,28.92,10,E,12,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
668721,A-668749,MapQuest,201,3,10/29/2020 18:25,10/29/2020 19:09,34.067902,-118.029144,,,0,#2 lane blocked due to accident on I-10 Eastbound at Exits 29A 29B Peck Rd.,,I-10 E,R,El Monte,Los Angeles,CA,91731,US,US/Pacific,KEMT,10/29/2020 18:53,72,72,48,29.85,10,S,3,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
1161764,A-1161867,MapQuest-Bing,201,3,10/1/2019 8:22,10/1/2019 9:51,34.072247,-117.907326,,,0,Right hand shoulder blocked due to accident on I-10 Eastbound before Exit 36 CA-39 Azusa Ave.,,I-10 W,R,West Covina,Los Angeles,CA,91791,US,US/Pacific,KPOC,10/1/2019 8:47,61,61,55,28.83,10,VAR,6,,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
2984920,A-2985507,Bing,,2,10/20/2020 23:35,10/21/2020 1:13,35.392343,-118.986031,35.392342,-118.985234,0.045,Incident on GOODMAN ST near HOUSE 809 Drive with caution.,799, Goodman St,R,Bakersfield,Kern,CA,93305-3025,US,US/Pacific,KBFL,10/20/2020 23:54,67,67,44,29.31,9,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
1542943,A-1543050,MapQuest,201,2,3/26/2019 8:01,3/26/2019 9:00,39.786629,-84.170837,,,0,Accident on OH-202 Troy St near Stanley Ave.,2399,Stanley Ave,R,Dayton,Montgomery,OH,45404-1201,US,US/Eastern,KFFO,3/26/2019 7:56,25.2,16.5,67,30.41,10,North,8.1,,Clear,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
1340244,A-1340347,MapQuest,201,2,6/6/2019 7:26,6/6/2019 8:25,33.933231,-84.357727,,,0,Left hand shoulder blocked due to accident on GA-400 Northbound at Abernathy Rd.,,Abernathy Rd NE,R,Atlanta,Fulton,GA,30328,US,US/Eastern,KPDK,6/6/2019 7:53,71,71,81,28.89,10,WSW,3,0,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
3248346,A-3252678,Bing,,2,10/25/2020 16:09,10/25/2020 18:08,32.67571,-96.85799,32.66808,-96.86481,0.66,Incident on MARVIN D LOVE SB near W RED BIRD LN Expect long delays.,,Marvin D Love Fwy S,R,Dallas,Dallas,TX,75237,US,US/Central,KRBD,10/25/2020 15:53,61,61,90,29.14,1,E,7,0,Fog,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
1571941,A-1572048,MapQuest,201,2,2/6/2019 8:16,2/6/2019 8:46,41.794781,-87.950638,,,0,Accident on Eastern Ave at Harris Ave.,71,Harris Ave,L,Clarendon Hills,DuPage,IL,60514-1405,US,US/Central,KMDW,2/6/2019 8:22,34,27.2,100,29.9,3,NNW,8.1,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
